Id,MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
144,1507,RL,8050,Reg,Edwards,1Fam,1.5Fin,None,2,0,0,0,3,1,929,1137,1,2,0,0,0,1,0,0,0,0,2,0,40
145,702,RM,7596,Reg,OldTown,Duplex,2Story,BrkFace,2,3,1,960,3,1,960,1960,2,2,1,2,400,0,1,0,0,0,2,0,25
146,750,RM,8094,Reg,OldTown,1Fam,2Story,None,2,3,1,1048,3,1,1048,1768,1,2,1,2,576,1,1,0,0,0,2,0,36
147,261,RL,10900,IR1,CollgCr,1Fam,2Story,BrkFace,2,4,1,689,4,1,689,1392,1,2,3,1,299,1,0,1,0,0,2,0,42
148,1559,C (all),9000,Reg,IDOTRR,1Fam,2Story,None,2,2,2,592,4,1,432,864,1,1,1,1,216,0,0,0,0,0,2,0,24
149,577,RL,15417,Reg,Veenker,1Fam,1Story,None,3,4,2,1740,2,1,1740,1740,1,3,2,2,540,1,0,0,0,0,2,0,35
150,2812,RL,11645,IR1,CollgCr,1Fam,2Story,None,3,4,1,860,4,1,860,1720,1,3,2,2,565,1,0,0,0,0,3,0,35
151,2080,RL,10512,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,988,4,1,988,1626,1,3,1,1,332,1,0,0,0,0,2,0,36
152,1368,RM,5586,IR1,OldTown,1Fam,1.5Fin,None,2,3,1,901,3,1,1088,1198,1,2,0,0,0,0,0,1,0,0,1,0,42
153,2376,RL,7838,Reg,NAmes,1Fam,SFoyer,None,2,3,3,864,2,1,900,900,1,2,2,1,288,1,0,1,1,1,1,0,25
154,659,RL,9022,Reg,OldTown,1Fam,1Story,None,3,3,1,768,4,1,792,792,1,3,1,1,240,0,0,0,0,0,1,0,40
155,1235,RL,7390,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1098,2,1,1098,1098,1,2,1,1,260,1,0,0,0,1,1,0,35
156,332,RM,1900,Reg,MeadowV,TwnhsE,2Story,None,2,3,1,546,4,1,546,1092,1,2,0,0,0,1,0,0,0,0,2,0,16
157,1917,RL,8760,Reg,NAmes,1Fam,1Story,None,2,3,1,936,2,1,936,936,1,3,2,1,315,1,0,0,0,1,1,0,42
158,2094,RL,13125,IR1,SawyerW,1Fam,2Story,None,3,5,2,1104,4,1,912,2127,1,3,2,3,833,1,0,1,1,1,3,0,35
159,1460,RL,9240,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,1055,4,1,1055,2263,1,3,3,2,905,1,0,0,1,0,3,0,40
160,1471,RL,13125,Reg,CollgCr,1Fam,1Story,BrkFace,2,4,4,1478,4,1,1493,1493,1,3,3,2,508,1,0,0,1,1,2,0,30
161,1509,RL,11767,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,768,4,1,768,1200,1,2,1,1,240,1,0,0,0,0,1,0,30
162,1922,RL,9250,Reg,NAmes,1Fam,1Story,None,2,3,1,1056,2,1,1056,1056,1,2,1,1,260,1,0,0,0,1,1,0,35
163,433,RL,13693,Reg,NridgHt,1Fam,1Story,Stone,4,5,4,2630,4,1,2674,2674,1,4,3,3,762,1,0,0,1,2,3,0,50
164,460,RL,6472,Reg,NridgHt,TwnhsE,1Story,BrkFace,4,5,1,1451,4,1,1456,1456,1,4,2,2,539,1,0,0,1,0,2,0,45
165,1116,RL,10206,Reg,Somerst,1Fam,1Story,Stone,2,4,1,1563,4,1,1563,1563,1,3,2,3,758,1,0,0,1,0,2,0,40
166,1137,RL,13695,Reg,SawyerW,1Fam,1Story,None,2,4,1,1114,4,1,1114,1114,1,3,1,2,576,1,0,0,0,1,1,0,30
167,53,RL,3203,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,3,1145,4,1,1145,1145,1,3,3,2,437,1,0,0,0,0,2,0,35
168,2354,FV,9512,IR1,Somerst,1Fam,2Story,None,3,4,1,960,4,1,960,2318,1,3,3,2,541,1,0,0,1,1,3,0,35
169,1475,RL,9750,Reg,CollgCr,1Fam,1Story,Stone,3,4,2,1445,4,1,1445,1445,1,3,1,2,470,1,0,0,0,0,2,0,35
170,1761,RL,15623,IR1,NoRidge,1Fam,2Story,None,3,5,3,2396,4,1,2411,4476,1,4,3,3,813,1,0,1,1,1,4,0,50
171,842,RL,8072,Reg,CollgCr,1Fam,1Story,None,2,4,1,990,4,1,990,990,1,2,1,2,480,1,0,0,0,1,1,0,25
172,2739,RL,11679,IR1,Edwards,1Fam,SLvl,Stone,2,3,4,1776,4,1,1560,1560,1,2,3,2,528,1,0,1,1,1,2,0,25
173,2509,FV,2544,Reg,Somerst,Twnhs,2Story,None,3,4,1,600,4,1,520,1223,1,3,2,2,480,1,1,0,0,0,3,0,35
174,1007,RL,10832,IR1,Gilbert,1Fam,2Story,None,3,4,1,712,4,1,1086,1895,1,3,3,2,409,1,0,0,1,0,3,0,35
175,2610,RL,9786,IR1,NAmes,1Fam,1.5Fin,None,2,3,1,912,2,1,1085,1734,1,3,2,2,440,1,0,1,1,0,2,0,42
176,1952,RL,5400,Reg,OldTown,1Fam,1Story,None,2,2,1,691,4,1,691,691,1,4,1,1,216,0,0,0,0,0,1,0,30
177,2719,RL,8235,Reg,Sawyer,Duplex,1Story,BrkFace,2,3,1,1949,2,1,1949,1949,2,2,2,2,586,1,0,0,0,0,2,0,20
178,2921,RM,1894,Reg,MeadowV,TwnhsE,2Story,None,2,3,1,546,2,1,546,1092,1,2,1,1,286,1,0,0,0,0,2,0,20
179,1966,RL,7903,Reg,NAmes,1Fam,1Story,None,2,3,1,1242,3,1,1242,1242,1,2,2,1,324,1,0,0,0,1,2,0,25
180,292,RL,9839,Reg,SWISU,1Fam,1.5Fin,None,2,3,1,894,4,1,894,1666,1,2,0,0,0,0,0,0,1,1,1,0,10
181,1204,RL,9900,Reg,NWAmes,1Fam,2Story,BrkFace,2,3,1,832,3,1,1098,1978,1,2,2,2,486,1,0,1,1,0,3,0,35
182,1829,RL,17542,IR1,Veenker,1Fam,2Story,None,3,3,4,1192,2,1,1516,2167,1,3,2,2,518,1,0,1,1,1,3,0,49
183,2419,RL,9073,IR1,Gilbert,1Fam,2Story,None,3,4,1,738,4,1,738,1492,1,3,3,2,440,1,0,0,0,0,3,0,35
184,391,RL,10140,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,1,1064,2,1,1350,1350,1,2,2,2,478,1,0,1,1,0,2,0,30
185,798,RL,9060,Reg,Edwards,1Fam,1.5Fin,None,2,3,2,560,2,1,698,1258,1,2,1,1,280,0,0,1,0,0,1,0,30
186,481,RL,8965,IR1,Gilbert,1Fam,2Story,None,3,4,1,782,4,1,806,1489,1,3,3,2,400,1,0,0,1,1,3,0,35
187,193,RL,7793,IR1,BrkSide,1Fam,2.5Unf,None,2,4,1,1108,2,0,1160,2068,1,3,1,1,315,1,0,0,1,0,2,0,49
188,555,RL,9750,IR1,Sawyer,1Fam,1Story,None,2,3,1,980,3,1,980,980,1,2,1,2,400,1,0,1,0,1,1,0,25
189,899,RL,10206,Reg,Edwards,1Fam,1Story,None,2,0,0,0,1,0,944,944,1,1,1,2,528,1,0,0,0,0,1,0,9
190,2357,RL,10140,Reg,NWAmes,1Fam,2Story,None,2,4,1,832,2,1,832,1664,1,2,2,2,528,1,0,1,1,0,3,0,35
191,328,RM,2394,Reg,MeadowV,Twnhs,1Story,None,2,4,4,945,4,1,945,945,1,2,2,1,253,1,0,0,1,2,1,0,30
192,1356,RL,10267,Reg,BrkSide,1Fam,1Story,None,2,3,2,816,4,1,838,838,1,1,3,1,275,0,0,1,0,1,1,0,42
193,1154,RL,6360,Reg,Sawyer,1Fam,1Story,None,2,4,1,864,2,1,864,864,1,2,1,1,276,1,0,0,0,0,1,0,25
194,1730,RL,10237,Reg,Gilbert,1Fam,2Story,None,3,4,1,783,4,1,783,1484,1,3,3,2,393,1,0,0,1,0,3,0,30
195,2249,RL,7540,IR1,Mitchel,1Fam,SFoyer,None,2,4,3,888,4,1,912,912,1,2,2,2,470,1,0,1,1,1,1,1,36
196,1119,RL,9428,Reg,Somerst,1Fam,2Story,Stone,3,4,3,955,4,1,955,1874,1,3,3,3,880,1,0,0,1,1,3,0,40
197,2856,RL,10164,Reg,SWISU,1Fam,1.5Fin,None,2,3,3,992,1,1,992,1465,1,2,1,1,240,1,0,0,1,0,2,0,25
198,1394,RL,13825,Reg,Sawyer,1Fam,SLvl,None,2,3,1,533,2,1,1021,1601,1,2,2,1,300,1,0,0,0,1,1,0,30
199,2587,RL,7700,Reg,NAmes,1Fam,SLvl,None,2,4,1,301,4,1,1145,1145,1,2,1,2,684,1,0,1,0,0,1,0,35
200,61,RL,17433,IR2,NoRidge,1Fam,2Story,BrkFace,3,5,1,1629,4,1,1645,2475,1,3,3,3,962,1,0,0,1,0,3,1,40
201,2661,RM,6300,Reg,OldTown,1Fam,2.5Unf,None,2,3,1,1226,4,1,1226,2104,1,2,1,2,432,0,0,0,0,0,2,0,42
202,2711,RL,10366,IR1,Sawyer,1Fam,SLvl,None,2,3,3,912,2,1,934,934,1,2,1,1,336,1,0,1,0,1,1,0,42
203,1147,RL,9291,IR1,SawyerW,1Fam,2Story,BrkFace,3,4,1,832,4,1,832,1710,1,3,2,2,506,1,0,0,0,0,3,0,30
204,757,RM,5775,IR2,OldTown,1Fam,2Story,None,2,3,1,483,4,1,741,1427,1,3,1,1,379,1,0,0,0,0,1,0,42
205,2623,RL,7200,Reg,NAmes,1Fam,1Story,None,2,0,0,0,2,1,1040,1040,1,2,1,2,420,1,0,0,0,0,1,0,20
206,2378,RL,2179,Reg,NPkVill,Twnhs,2Story,None,2,4,1,855,3,1,855,1456,1,2,2,2,460,1,0,0,1,0,3,0,30
207,1413,RL,9360,Reg,Edwards,1Fam,2Story,BrkCmn,3,3,1,621,2,1,621,1269,1,2,1,1,280,1,0,1,0,0,2,0,48
208,1722,RL,6442,IR1,NridgHt,TwnhsE,1Story,Stone,3,4,2,1370,4,1,1370,1370,1,3,2,2,484,1,0,0,1,0,2,0,40
209,1112,RL,14598,IR1,Somerst,1Fam,2Story,Stone,3,4,2,894,4,1,894,1933,1,3,3,3,668,1,0,0,1,0,3,1,30
210,1623,RL,8637,IR1,Gilbert,1Fam,2Story,None,2,4,1,923,3,1,947,1714,1,2,3,2,451,1,0,0,1,1,3,0,30
211,1201,RL,9120,Reg,NWAmes,1Fam,2Story,BrkFace,3,3,1,901,2,1,943,1876,1,3,2,2,540,1,0,0,1,0,3,0,36
212,1513,RL,5142,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,949,2,1,949,1292,1,3,1,1,205,0,0,0,0,0,2,0,28
213,957,RL,215245,IR3,Timber,1Fam,1Story,None,2,4,4,2136,2,1,2036,2036,1,2,2,2,513,1,0,0,1,2,2,0,35
214,1171,FV,4109,IR1,Somerst,TwnhsE,1Story,BrkFace,3,4,3,1557,4,1,1557,1557,1,4,2,2,484,1,0,0,1,1,2,0,45
215,1145,RL,8285,Reg,SawyerW,1Fam,2Story,None,3,4,1,836,3,1,844,1737,1,3,3,2,506,1,0,0,0,1,3,0,35
216,2726,RL,20355,Reg,ClearCr,1Fam,1Story,BrkFace,2,4,3,1865,2,1,1830,1830,1,2,1,2,521,1,0,0,1,1,1,0,42
217,703,RM,3378,Reg,OldTown,1Fam,2Story,None,2,3,1,651,3,1,707,1389,1,2,1,1,240,0,1,0,1,0,2,0,56
218,760,RM,5160,Reg,IDOTRR,1Fam,SFoyer,None,2,4,3,858,2,1,892,892,1,3,0,0,0,0,1,0,0,1,1,0,24
219,1964,RL,7500,Reg,NAmes,1Fam,1Story,None,2,3,1,1040,4,1,1040,1040,1,3,2,1,286,1,0,0,0,1,1,0,35
220,2512,FV,3735,Reg,Somerst,TwnhsE,2Story,BrkFace,3,4,1,691,4,1,713,1452,1,3,1,2,506,1,0,0,0,1,3,0,35
221,159,RL,6979,Reg,OldTown,Duplex,SFoyer,None,2,3,1,1056,3,1,1056,1056,2,2,1,2,576,1,0,1,0,2,0,0,30
222,1281,RL,7056,Reg,NAmes,1Fam,2Story,BrkFace,2,3,1,780,2,1,983,1796,1,2,2,2,483,1,0,0,1,1,2,0,30
223,468,RL,11911,IR2,Gilbert,1Fam,2Story,None,3,4,3,684,4,1,684,1560,1,3,3,2,400,1,0,0,1,0,3,0,30
224,290,RL,7890,Reg,SWISU,1Fam,1Story,None,2,3,1,856,2,1,856,856,1,2,1,2,399,1,0,0,1,1,1,0,36
225,665,RL,10800,Reg,OldTown,1Fam,1Story,None,2,3,1,720,2,0,846,846,1,3,3,2,576,0,1,0,0,0,1,0,35
226,1463,RL,11250,Reg,CollgCr,1Fam,2Story,None,3,4,2,1128,4,1,1149,2290,1,3,1,2,779,1,0,0,1,0,3,0,40
227,1792,RL,9605,Reg,Somerst,1Fam,2Story,None,3,4,1,982,4,1,982,1977,1,3,2,3,574,1,0,0,0,0,3,0,35
228,923,RL,14680,IR1,Crawfor,1Fam,1Story,None,2,3,1,1273,4,1,1273,1273,1,2,1,1,307,1,1,1,0,0,1,0,20
229,500,RL,10208,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1264,4,1,1277,2344,1,3,2,3,889,1,0,0,1,0,3,0,35
230,1408,RL,19550,Reg,Edwards,1Fam,1Story,None,2,3,4,1580,4,1,1518,1518,1,1,0,0,0,1,0,0,1,1,1,0,35
231,331,RM,1491,Reg,MeadowV,TwnhsE,SFoyer,None,2,4,3,630,4,1,630,630,1,2,0,0,0,1,0,0,0,1,1,0,24
232,170,RM,4800,Reg,OldTown,1Fam,1.5Fin,BrkFace,2,3,1,709,2,1,1157,1844,1,2,1,1,240,1,0,0,1,1,1,0,20
233,2192,RL,8172,Reg,Edwards,1Fam,1Story,None,2,3,1,768,2,1,768,768,1,2,1,1,355,1,0,1,1,0,1,0,20
234,2571,RL,25419,Reg,NAmes,1Fam,2Story,None,3,3,1,1360,3,1,1360,3112,1,3,1,2,795,1,0,1,1,2,2,0,32
235,2314,RL,13031,IR2,Gilbert,1Fam,2Story,None,2,4,1,691,3,1,691,1498,1,2,3,2,409,1,0,0,1,0,3,0,30
236,2647,RM,5633,Reg,OldTown,1Fam,1Story,None,2,3,1,844,2,1,844,844,1,2,1,1,216,0,1,0,0,0,1,0,35
237,422,RL,14257,Reg,NridgHt,1Fam,2Story,Stone,4,5,1,1776,4,1,1794,2772,1,4,3,3,754,1,0,0,1,1,4,0,45
238,2457,RL,20896,IR2,Somerst,1Fam,1Story,None,3,5,2,2077,4,1,2097,2097,1,4,3,3,1134,1,0,0,1,1,2,1,40
239,1838,FV,4230,Reg,Somerst,TwnhsE,1Story,None,3,5,1,1352,4,1,1352,1352,1,3,2,2,466,1,1,0,1,0,2,0,35
240,2805,RL,15611,Reg,CollgCr,1Fam,2Story,None,3,4,3,1079,4,1,1079,1919,1,3,2,2,685,1,0,0,1,0,3,0,40
241,1645,RL,10960,IR1,NWAmes,1Fam,1Story,None,2,4,1,1284,2,1,1284,1284,1,2,1,2,480,1,0,0,0,1,2,0,30
242,1711,RL,11999,Reg,NridgHt,1Fam,2Story,BrkFace,3,4,1,1181,4,1,1234,2374,1,4,3,3,656,1,0,0,1,0,3,0,40
243,2825,RL,11060,IR1,Edwards,1Fam,2Story,None,3,5,1,1150,4,1,1164,2314,1,3,3,2,502,1,0,0,1,0,3,0,35
244,322,RL,13214,IR1,Timber,1Fam,1Story,None,4,5,4,2002,4,1,2018,2018,1,4,3,3,746,1,0,0,1,0,2,0,45
245,2103,RL,10235,IR1,CollgCr,1Fam,1Story,Stone,3,4,3,1643,4,1,1651,1651,1,3,2,3,870,1,0,0,1,0,2,0,40
246,342,RL,13008,IR1,NAmes,1Fam,1Story,None,2,2,1,882,2,1,882,882,1,2,1,1,502,1,0,0,0,0,1,0,30
247,600,RL,7436,Reg,NAmes,1Fam,1Story,None,2,3,1,894,3,1,894,894,1,2,1,2,396,1,0,1,1,1,1,0,28
248,488,RL,8123,IR1,Gilbert,1Fam,2Story,BrkFace,2,4,1,982,4,1,1007,1800,1,2,3,2,463,1,0,0,1,0,3,0,30
249,1725,RL,7820,IR1,NridgHt,TwnhsE,1Story,BrkFace,4,5,1,1869,4,1,1869,1869,1,4,2,2,617,1,0,0,1,0,2,0,45
250,2246,RM,5568,IR1,Crawfor,TwnhsE,1Story,Stone,3,4,4,1573,3,1,1625,1625,1,3,3,2,495,1,0,0,1,2,2,0,40
251,2847,RL,8400,Reg,SWISU,1Fam,1.5Fin,None,2,3,1,940,4,1,1192,1595,1,2,1,1,240,1,0,0,1,0,1,0,30
252,806,RL,9828,IR1,SawyerW,1Fam,2Story,None,3,4,1,1128,4,1,1142,2020,1,3,2,2,466,1,0,0,1,0,3,0,40
253,530,FV,9375,Reg,Somerst,1Fam,2Story,None,3,4,1,912,4,1,912,2094,1,3,3,2,615,1,0,0,1,0,3,0,35
254,963,RL,11457,IR1,Timber,1Fam,1Story,None,2,4,2,1392,2,1,1412,1412,1,3,1,2,576,1,0,0,1,1,2,0,30
255,2678,RM,6120,Reg,BrkSide,1Fam,1.5Fin,None,3,3,1,728,4,1,728,1162,1,2,1,1,258,1,0,0,0,1,1,0,15
256,171,RM,8800,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,576,3,1,792,1140,1,2,0,0,0,0,1,0,0,0,1,0,28
257,2401,RL,20431,IR2,NridgHt,1Fam,2Story,BrkFace,4,5,1,1848,4,1,1848,2728,1,4,3,3,706,1,0,0,1,1,3,0,45
258,805,RL,10560,Reg,SawyerW,1Fam,2Story,None,3,4,1,1079,4,1,1079,1879,1,3,2,2,473,1,0,1,1,1,3,0,35
259,2259,RL,19958,Reg,Timber,1Fam,1Story,BrkFace,2,3,1,585,3,1,2279,2279,1,3,2,2,461,1,0,1,1,0,3,0,48
260,1748,RL,11084,IR1,Gilbert,1Fam,SLvl,None,3,4,1,384,4,1,744,1374,1,3,3,2,400,1,0,0,1,1,3,0,35
261,1361,RM,10266,Reg,IDOTRR,1Fam,2Story,None,2,3,1,768,2,1,768,1536,1,2,1,1,308,1,0,0,0,0,2,0,36
262,1677,RM,1890,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,672,2,1,672,1218,1,2,1,1,264,1,0,0,0,0,2,0,30
263,1406,RL,10452,IR1,Edwards,1Fam,1Story,Stone,2,3,2,1094,4,1,1094,1094,1,2,2,2,495,1,0,0,1,0,1,0,30
264,2322,RL,23257,IR3,Gilbert,1Fam,2Story,None,3,5,1,868,4,1,887,2021,1,3,2,2,422,1,0,0,1,0,3,1,35
265,688,RL,7570,Reg,NAmes,1Fam,2Story,BrkFace,2,3,1,780,2,1,993,1806,1,2,1,2,483,1,0,0,0,0,2,0,30
266,143,RL,8400,Reg,NAmes,1Fam,1Story,None,2,3,1,1314,2,1,1314,1314,1,2,2,1,294,1,0,0,0,1,1,0,30
267,804,RL,9317,Reg,SawyerW,1Fam,2Story,BrkFace,3,4,1,740,4,1,1006,1775,1,3,1,2,425,1,0,0,1,1,3,0,35
268,1214,RL,9020,Reg,NAmes,1Fam,SLvl,BrkFace,2,3,4,1248,2,1,1350,1350,1,2,2,2,520,1,0,1,0,1,2,0,30
269,2828,RM,3675,Reg,Edwards,TwnhsE,SFoyer,BrkFace,2,4,4,547,3,1,1072,1072,1,2,3,2,525,1,0,0,0,1,1,0,30
270,1999,C (all),7200,Reg,OldTown,2fmCon,2.5Unf,None,2,3,2,1214,4,0,1260,2291,2,2,1,2,506,1,0,0,1,1,2,0,36
271,2467,FV,8125,Reg,Somerst,1Fam,2Story,None,3,4,1,770,4,1,778,1576,1,3,2,2,614,1,0,0,0,0,3,0,35
272,2665,RM,7200,Reg,OldTown,1Fam,2Story,None,2,2,1,596,4,1,998,1762,1,3,1,2,576,0,0,0,0,1,2,0,49
273,1538,RL,14100,IR1,Crawfor,1Fam,1.5Fin,BrkFace,2,3,2,728,4,1,1968,3447,1,3,1,3,1014,1,0,1,1,0,4,0,72
274,398,RL,7038,Reg,NAmes,1Fam,1Story,None,2,3,1,864,2,1,864,864,1,2,1,2,576,1,0,1,0,1,1,0,24
275,2822,RL,16133,Reg,Edwards,1Fam,1Story,None,2,4,2,1176,2,1,1176,1176,1,2,1,1,360,1,0,0,0,1,1,0,20
276,2157,RM,4435,Reg,CollgCr,TwnhsE,1Story,BrkFace,3,4,3,848,4,1,848,848,1,3,3,2,420,1,0,0,0,1,1,0,30
277,1856,RL,16157,IR1,Veenker,1Fam,SLvl,None,2,4,4,1360,4,1,1432,1432,1,3,1,2,588,1,0,0,1,1,2,0,35
278,1269,RL,7200,Reg,NAmes,1Fam,1Story,None,2,0,0,0,3,1,1048,1048,1,2,1,2,420,1,0,0,0,0,1,0,25
279,2570,RL,9000,Reg,NAmes,1Fam,1Story,None,2,3,1,936,2,1,1128,1128,1,2,1,1,286,1,0,1,0,0,1,0,25
280,2320,RL,10463,IR1,Gilbert,1Fam,2Story,None,3,4,1,893,4,1,901,1801,1,3,3,3,800,1,0,0,1,0,3,1,40
281,1517,RH,12155,IR1,SWISU,1Fam,2Story,None,2,3,1,672,2,0,810,1482,1,1,1,1,400,0,0,0,0,0,2,0,48
282,2304,RL,10712,Reg,Mitchel,1Fam,1Story,None,2,4,2,974,2,1,974,974,1,2,0,0,0,1,0,1,0,0,1,0,25
283,1312,RM,9143,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,346,4,1,709,1017,1,2,1,1,308,0,1,0,0,0,1,0,35
284,2012,RM,6000,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,735,4,1,869,1218,1,2,1,2,440,1,0,0,1,1,1,0,36
285,506,RL,29959,IR2,NoRidge,1Fam,2Story,None,3,4,1,973,4,1,979,1850,1,3,3,2,467,1,0,0,1,0,3,0,42
286,2865,RL,16560,IR1,Crawfor,1Fam,2Story,None,2,4,1,952,2,1,1170,2345,1,2,1,2,360,1,0,0,1,0,3,0,48
287,2367,RM,1953,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,483,2,1,483,987,1,2,1,1,264,1,0,0,0,0,2,0,30
288,554,RH,9000,Reg,SawyerW,1Fam,1.5Unf,None,2,2,1,784,2,0,784,784,1,2,1,2,360,0,0,0,0,0,1,0,18
289,238,RL,9571,Reg,Edwards,1Fam,1Story,None,2,3,3,1144,2,1,1144,1144,1,2,1,1,596,1,0,0,0,1,1,0,30
290,1954,RL,8700,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,920,3,1,888,888,1,2,1,1,240,1,0,0,0,1,1,0,35
